tweet_id,sentiment,author,content
1961747724,empty,learnedhoof,@jen4buz How inconsiderate!
1961747953,neutral,elfennau,@Kreeoni I know that feeling.
1961748103,hate,MESSI10,"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much"
1961748312,worry,amypennington88,well paisley has one of those cone things around her head...SO funny but I feel bad for her
1961748517,enthusiasm,alovething,Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!
1961748846,worry,moniquepowell,"@top5jamaica yeah man, they brought it back on the market a couple years ago...it scarce through"
1961748925,sadness,tkei,@dsml dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!
1961749265,sadness,LadyDutchess,@BigzFlygerian sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused
1961749353,hate,loisxmariex,OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months
1961749720,sadness,bubbly_sandra,: why is it so cold!?!?!
1961749727,enthusiasm,LeaLaLa,@ChantiParnell I wana be there num 1 fan  sharsies??!!!
1961749964,love,xJanyx,thinking of you - Katy Perry
1961750093,sadness,dougggie,@Starry1968 you're surrounded by them! I have no official nieces/nephews yet
1961750310,neutral,La_Steph,it'S freezing and raining here
1961750452,sadness,samanthaang,is becoming edgy bcause the lappy has not arrive yet
1961750476,sadness,bvigeant,"Another favorite local place bites the dust: Con Sabor Cubano, the place I go to for the most amazing Cuban sammiches, is closed"
1961750934,worry,writingaddict,@MissJo_Jo I took pics but I cant find my camera chord to upload them  my cell phone doesnt do justice. It feels like nothings on
1961750978,fun,stelliss8,"@ArnaudJacobs haha well i was at my friend's party, but then i realized i forgot my stepmom's bday, so i had to come home to call her!"
1961750991,neutral,jenny_L_s,i just saw a pony that used to live in front of my house again. he's developed cushing's disease tho
1961751007,worry,obliviator,@unaffected @warpdesign @cianan @mikedelgado Byebye web buddies  The cubes look so sad... SRoach I had no idea you are BigToach.
1961751039,enthusiasm,NKArmyTNgirl,@loribartolozzi I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok
1961751069,neutral,wimweb,Thinking of making a Google Wave wordpress plugin in the next months... Really want to test it
1961751114,sadness,tan1337,@meerasapra seriously.. it used to spend most of the time in my house..
1961751260,neutral,Laura_scarf,@gemmie_mit_glee It is confusing and flippin expensive
1961751589,worry,normc,"@archetypo no kidding, the trends are pretty much useless now. Too bad"
1961751634,worry,Mattisrad11,yeaaaahh lunch but no food/money
1961751647,worry,stacykinney,heading out to the park with the kids - hope it does not rain -looking cloudy?
1961751982,neutral,TaraLynnFoxx,fuck i hate when the strawberries run out in my special K
1961752350,empty,Shoegal17,is about to go for a run.. in this weather..
1961752373,worry,NarcissticBeaut,Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.
1961753889,worry,jamesmelore,@Draconator its brokey
1961753984,surprise,BeOWT,@kennyblak We wasnt invited to yall get togethers either! Then @tnlos and @josmoke was playin security and told us to be quiet!!
1961754033,sadness,laurenaked,Where is the boss... I'd like to have my check and leave please!
1961754140,sadness,tizynini,We're not gonna be able to talk again
1961754345,worry,sshewan,sad today...neighbour taking down beautiful willow tree
1961755443,neutral,toddamus,cart path only
1961755611,love,Chanpretty,"damnnn this day came to fast, but i cherished all the moment i had"
1961756197,worry,stldave2,@bmerten85 @anthonycolaneri Pool party? Why wasn't I informed????
1961756472,sadness,mathrisk,michael scholfield is no more. He is dead. I am sorry
1961757490,hate,evelinamonroe,@JuiceOwens WHATS THE VIDEO?? I CANT WATCH IT!
1961758357,sadness,lucy1993,had a good day but im now skint again
1961758727,worry,fknCLASSY,@fashionish OOuUch!...good luck
1961758880,worry,minherva,@mamapennington im the only one in the office! and I jammed the copier
1961758922,worry,tswizz,"@lauryqui  we're gonna miss you. dont worry, there will be more for sure!"
1961758993,empty,fashnablylate,Finals week dont bother me im studying
1961760225,empty,noelleee,"Do fish feel pain? Yes, says a new study.  http://is.gd/Jbcg"
1961760301,relief,VickyCheng,"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort."
1961760353,neutral,audy86,Someone just fuck up birthday sex for me ...  he basically said the song is about a nigga being selfish ... Listen to the song carefully
1961760410,worry,Sabrinagoh,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not"
1961760434,love,Rainbowheart18,"David Mitchell's presenting 'Have I Got News For You' tonight &lt;3 I love him! I think he's ace &lt;3 On another note, damn this headache"
1961760600,surprise,angelique1936,@scythianmusic PLEASE come to Minneapolis/St. Paul area!!!! I looked on your schedule but I don't see anything close anytime soon.
1961761201,love,amarie2209,i love him..i hate him..i loved him yesterday...ill hate him tomorrow....damn im confused
1961761522,neutral,missbebebitches,@OGBERRY cold and rainy
1961761589,worry,Si_za,"@mustntgrumble ha!The potential is there but so is the loss of fingers, think you can get the PO to do it? At a charge and not full proof"
1961761596,worry,mcowger,has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (&gt; 50k)
1961761847,sadness,tabykatt,"gross. it's hot, and there's cotton EVERYWHERE.. hello allergies."
1961761952,enthusiasm,kirROCKS,"baby i need you , right here , right now"
1961762166,surprise,xshay,@peterloggins ... schedule says 10:30 class? I will be late for 10  #campjitterbug
1961762432,surprise,lyoko37,I work in one hour
1961762972,worry,napps126,#followfriday @RoRuby although she doesnt consider me a sweetheart to
1961763085,hate,Kaay94,is so gutted she can't get tickets for pink!
1961763431,sadness,Caro_jb_lover,Thought she wuz my best friend...
1961763682,worry,danhauk,@stuartnewman So sorry  Definitely getting it out this weekend.
1961763822,sadness,RachaelVK,Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!
1961764092,surprise,JakeJacobsVI,@loldarian oh ok  I guess next time then!
1961764105,enthusiasm,cbojo,@tinabojo Wish I was there!
1961764504,worry,NellBellz,"Again, No P.F. Changs for lunch    Booooo"
1961764762,sadness,ostephens,"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve"
1961765253,neutral,sceptre1067,Downside to being on client site... no donut today.
1961765317,neutral,ATX58gurl,@chamillionaire Wish I could go. Gotta work.
1961765366,worry,Esme_Marie,@evlover0327 ...I will take some...I am tiny
1961765459,relief,MissVu,moving 11 blocks up the street. goodbye hardwood floors
1961765463,worry,meganjay100,@Jadeyyg  haa I'm so exciteddd woooo
1961765538,worry,givemestrength,"@ireallydohate I had to look at it 3 times before it sunk in, totally shocked by it  tbh."
1961766552,worry,drummerinaband,sore from ultimate... trying to figure out how to pay for school next semester...
1961766566,worry,hanishalim,missing loverboy so much
1961767321,worry,YoungFlame,"Quick answer, when do I put the bleach in the wash?? In the start or middle..  don't laugh @ me.."
1961767345,sadness,JulianaBest,Im so tired and sick  i have to be better on Sunday so i can sing morning and night
1961767400,surprise,VickyCheng,@katyb_ haha tell me about. I've had this feeling everyday of this week
1961767544,happiness,pacoraptor,going camping in a coupla hours. gotta pack everything... by myself
1961767865,fun,erkagarcia,"@tommcfly I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*"
1961767905,worry,whitehawk,@JetGirlArt same as I... to bad I'm a programmer only in this company
1961767976,sadness,hidalgoal,@danecook Sooo SAD I will miss you here in San Diego!!!
1961768063,worry,writesfortea,"@Peapods ooow those look painful, poor bb"
1961768327,worry,dhanediesil,time to get to work. i'm already starting the day off bad. missed the UP screening  this morning at the el capitan
1961768662,sadness,angel_trujillo,@ work again
1961768874,happiness,IHateWhine,@finalscoreB3G2  How nice
1961769046,worry,DivasMistress,"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo @me"
1961769507,neutral,CH4466,@benjamin_cook Guess I am very shallow then!
1961769541,worry,canadacbsupport,Nooo i wanna watch the comet  dont wanna go workk!!!
1961769545,worry,ananiah,Bar exam madness:  topic for today is torts
1961769695,sadness,brian_shoemaker,BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!
1961769827,neutral,HeroLynk,@builttofail and the download failed  My phone does not like your phone.
1961770433,worry,techempage,Around 3 hours left until a 3 day weekend and I have waaaay too much work to do.
1961770450,worry,_sarah_b_,"@randiohdesigns Didn't think of that.  Why can't people just be nice? Why would anyone think it's ok to say that, much less make a movie."
1961770771,worry,Chevygovroom,I want to party down!
1961771076,neutral,darkkatpouncing,@hazelrage ewww is that who you're contracted through?
1961771917,worry,lexus_33,Awwww ur already gone
1961771964,sadness,dinchuu,Time flies...and i never got it all right. Why oh why?
1961772389,sadness,jaknjill,I am loving this sunshine and hating the thought of my office without windows
1961772821,worry,SophiiMcCarthy,@Lidybeth inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!
1961814736,neutral,mrs_mcsupergirl,@FreyaLynn @donniewahlberg yep! jimmy buffett FTW!!!... jimmy needs to tweet his words of wisdom every morning
1961815174,worry,leopardqueen,@enave22 Hey! You have a bunch of events on facebook that jenny and i aren't invited to...  we're sad
1961815264,enthusiasm,meganmegatron,I want it to rain today! Like full thunderstorm style! But it probably won't
1961815446,happiness,Grutas16,Trying to shop online wis I could find sevens for 40.  haha
1961815831,love,nikkimaltby,@anthonycashcash  you better come back soon! &lt;3
1961816067,happiness,daniellegroom,i wish paramore would come to ireland
1961816097,happiness,Wolverin3,10 more days to go for Freedom!!!!!! Damn these xams!!
1961816108,worry,LauretteIAm,@HeadHardHat I'm so sorry to hear your bad news.  I will send happy thoughts your way that you find a new job very soon!
1961816264,fun,Hardtarget,@etdragon i'm playing good because i'm a big baby
1961816294,hate,mfrick100,"is somewhat irritated by people coming up to me and asking if I'm so and so from TV, or that I look familiar. I thought I was original."
1961816374,love,JaimeCrowe,I'm having a fantastically miserable time so far...
1961816699,worry,princessmasayo,am but mom...  because my princess got pneumonia....
1961816833,worry,ma_writer,@LegendaryWriter Good!! Busy as heck but good. Feeling yucky at the moment.
1961817193,neutral,lrts,@TrudieDreyer I can't DM you because you aren't following me
1961817194,fun,sexidance,@moefugger drag me to hell looks so freakin scary  watch terminator! it was really good.
1961817846,happiness,NillaLove,Listening 2 music @ home all alone lol  who wants 2 come over &amp; hang with me LOL!!
1961818067,worry,xodollfacexo,i don't wanna work over the weekend
1961818092,neutral,NathnLock,no new tubas until  4th  of july weekend
1961818155,relief,OfficialCharice,@clothes_w thank you..
1961818197,empty,kaitlinjeter,just found out i have strep
1961818780,worry,mollydot,"@tronella Cool! I have one (from a decluttering friend), but I don't know how to play"
1961819131,sadness,sugarsnap,Selling my Bonnaroo ticket.  Can't get any time away from work. Anyone in the DC area interested? I can meet up!
1961819371,worry,MzKRayne88,everybody is sick
1961819444,sadness,carmelaramirez,"@inlovewitharmy Southridge was moved a week later cause of Swine flu, i think"
1961820138,neutral,neth,I've lost my pocket knife  Suggestions for replacing a Ken Onion Chive?
1961820710,worry,Andy5115,@ajlnike09 omg wtf why is there a porn site following me?!
1961820749,neutral,kelseymartinez1,here again in school bored wanting  2 go home
1961821156,empty,hadramie,Haih.. Cannot sleep lar..
1961821536,neutral,hot957,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and @radiomobounce just wants you to follow him. lol He dosent get to pay bills"
1961822236,sadness,beardsquared,@DanielFielding Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!
1961822468,neutral,devolved,"Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB"
1961822535,neutral,egSebastian,"Hey #socialmediatv  - I'm new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live &gt; http://ustre.am/2NjV)"
1961822696,sadness,justinleon,"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore"
1961822707,sadness,sherineazzouna,Oh My God ..  sad day ..
1961823108,worry,sherl0k,@JAKAZiD I made the mistake of NOT avoiding the latest Bonkers. I think my image of the series is tainted upon repair. AATW ruined it
1961823275,neutral,lazoug,can't figure out at what time(french hour) the new moon trailer will be up since I can't watch the MTV movie Awards from Paris... ?
1961823541,worry,PhotosByDamien,At the dentist. I liked it better when the dentist is the client. Now I'm the patient.  http://www.DamienSmithPhotography.com
1961823968,worry,butterfly31972,I should've known something would go wrong. The van is having problems. Oh please tell me it will not cost us an arm and a leg
1961824060,hate,smileybhoy,The trains turned into a microwave
1961824115,neutral,KeishaNC,"the weather is tooo hottt mayn i cnt take it, n i styl aint got ride of my flu  n i want ma baby bk"
1961824257,happiness,Claybfx,@benandskin Ah GDit! Ranger game this afternoon
1961824333,sadness,maxinefrances,Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people
1961824945,sadness,lsschoen,any other Mac users completely given up on Google Chrome?
1961825813,sadness,MelOhSoRetro,"@BiggaBX Yes, It's only fair  lol"
1961825851,happiness,CT415,@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!
1961826012,worry,hannahpuddy,@BrinnaBarlow try being my height in small cars  not much fun specially on bumbpy country roads! haha
1961826181,happiness,ladypandorah,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x
1961826323,sadness,CatBitches,"so much for a day off- I've been on my feet, all over the place, all day!"
1961826485,sadness,ayadhani,@TiwuRayie geez! one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..
1961826834,happiness,sexiestrush24,"Out if class!! Yow party + four hour lecture don't mix attal!! I had to drink 3 red bulls &amp; I'm still sleepy .,,,,smh! Alrite bedtime"
1961826886,love,Alilly,cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol
1961826889,surprise,Yellowfang,The comp deleted half my apps
1961826897,worry,bunnycartoon,@blumchen OH MAN I WOULD BUT I'M FRESH OUT
1961827772,sadness,dj_luthergates,"@suzbooze I wanna go, but I so freaking broke   Have fun for me"
1961828052,neutral,hypatiadotca,"@james_herdman middle-click is addictive, what can i say"
1961828980,sadness,Missi__,thirty minutes turned into three hours. oops
1961830105,sadness,BarbieD23,YawNnnnn _slight headache n hangover grrr
1961830132,sadness,s_waheed,i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where
1961830321,fun,sylver_,*pokes and runs away* ... I WANT SUGAR !
1961830363,love,SicknastyKaryn,@Sicknastyjessie  i know. it sucks
1961830425,fun,jamesterrr,@misskitty05 i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol
1961831046,neutral,ChazzleStar,@charlieskies your vid wont play  x
1961831301,sadness,hanaefaith,G'night world. Vacations have to end some day.
1961831369,worry,davance36,is saddened by Husker Access...no internet!
1961831584,neutral,mmmmmburgerrrrr,@kimchiwithkraig buy me a taco! haha. i don't want to stand in line
1961831620,worry,Kimber_Ann,"@feliciaodg argh, sorry, he's just been a thorn in my side since we got him. rude, mouthy, etc."
1961831628,worry,twentyybel0w,i just saw a bird slowly die right next to me
1961831674,neutral,sarahthesmall,@Hazelandvine why didn't I know about the relient k show?
1961831968,worry,Ernieeee,i just fell going into my house.. not fun
1961832029,neutral,posttheist,She didn't make the challenge
1961832611,neutral,Dits,on no bsg might just have made me cry
1961833498,love,justharm,"No more drinking for Harm   Doc is convinced that it's the cause of my PCVs (look it up).Told not to stop smoking just yet, that will come"
1961833803,relief,SweetTweet78,Decided I should study  (finger down throat making gaging noises) Hate MFs!!
1961834606,worry,CrispyKristy,talking to dii and missing her terribly...
1961834859,sadness,6bdesign,Omg. I got no sleep again. Neighbors are building a deck &amp; they've been starting @ 5:00am. I'm SO tired. Feel like I just took Benadryl
1961835106,neutral,vunvi,@markhoppus i'm upset because i couldnt get any tickets on the KROQ presale.
1961858751,sadness,kellanza,has a gym day and is hoping to enjoy the last Friday of her twenties.
1961859273,worry,LaurNroo,@Ms_Eclectic but then you leave
1961859671,worry,d_bhatt,Sad that everyone is leaving me.
1961859758,neutral,mochabree,@OGBERRY rain
1961860221,neutral,sexidance,@andshehopes what bout david wallace???
1961862686,worry,PERONI_GRL_BETH,isnt very happy about the fact that her back is hurting today
1961862964,worry,zainy,@ayawan that's such a long time from now
1961863014,sadness,JusticeHearts,feels slightly better but damn i sure do miss him.....he's going to be so hard to get over......  i messed it up ...donuts=comfort
1961863220,worry,Mattsahib,@shizly does that mean your going to block me?
1961863242,sadness,AStephenson724,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning"
1961863429,neutral,thingsjenlikes,"@opaque19 I can't do that.  I take it at 11, or I work through it.  Those are my options here."
1961863503,worry,niallvansanten,Gotta wait till wednesday for my new guitar to be delivered
1961864046,anger,sarahbeery,@BigCatJared   What did I do to you!  sheesh
1961864049,worry,foxcek,@alsotop /drool. I still need to 100% the first one
1961864152,worry,donnamua,Ichigo has been good at Ping&amp;pooping outside but not used to the fact he doesn't have his sister  lonely puppy
1961864167,worry,StaceyMelissa,Im only failing 1 class.... Algebra 2 damn it that shit is hard!
1961864250,sadness,FallingDownFast,Hate being sick  especially when there's no one to pamper me
1961864641,sadness,KelseySchmelsey,Ugh. Going to skool
1961865808,surprise,christinaaaaa,@cassendraaa YES QUITE HOT WHAT. and ya la gays are the in thing.
1961865926,happiness,lizziemolly,im so fed up!!!...
1961865961,sadness,mikecaz,mcfonalds roulette i i lose. they forgot mygrilled snack wrap
1961865998,worry,oliver,I'm very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted
1961866057,neutral,sarakatharine,two o'clock please come faster
1961866164,hate,beachrunner09,"I'm really getting sick ugh Fuckin nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara &amp; Sami left"
1961866516,sadness,butterfly31972,Playdate cancelled
1961867736,empty,sarawrrr,@el_jeffe83 its all the rain
1961867746,happiness,nkruschewsky,@juliannerowat HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is
1961867902,worry,Hammond87,y do i only have 2 people following me  people follow me please x
1961868061,neutral,songbyrd07,@OGBERRY IDK....I'm trapped at work all day
1961868327,worry,stelliss8,"@ArnaudJacobs i'm still such a newbie, but i dont know what i would do without twitter!!"
1961868810,worry,mecworks,@anntorrence @jeremyhall Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I've missed a few
1961868965,worry,joeh1994,Ahhh My Satz blend didn't save
1961869070,sadness,BLBudding,"PINKPOP weekend &amp; I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!"
1961869175,worry,DAYLEE,"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump"
1961869401,neutral,jackayysandoval,"may gray, coldplay, and nice showers...work at 2"
1961869670,boredom,dsampson12,BORED.  would love someone to talk to.
1961870609,worry,csogilvie,"Yay, my train is late... It starts here but it's 15 mins late arriving from London in the first place"
1961870799,neutral,wowitsjenjen,@CBrown7785 I want some ice cream
1961871129,neutral,alliejvilla,i wanna good breakfast with @ronaldorivera  school is wiggity whack!
1961871203,worry,deekgeek,@jonhatesyou aw my dear i'm sorry
1961871394,happiness,rkalajian,@mizzyalana Very nice!  Bea and I are so bummed we can't make it   We should try and get together in the near future.
1961871839,worry,col3man01,i feel like dyeing right now...
1961872231,worry,alexbee2,"SYTYCD:  I wished they kept the 17 y.o. kid...  he would have been good eye candy on the show, and he was really good...  can't wait..."
1961872401,relief,kylenewman_uk,has just woken up from a power nap. That feels better! Nothing planned for tonight though
1961872494,worry,montenegrom7,Sitting on the bed NOT wanting to go to work
1961872590,happiness,pixeltoys,@skinnymarie and guess what ! ive got 20 % ! wow its impossible
1961872601,sadness,lillygrace,"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?"
1961872623,relief,PressWorthy,I really don't want a limo service to take me to the airport  I want him to. Ok soft moment... Don't get use to these!
1961873527,happiness,reynish,@DVNT Cheers. Wish I had more fonts to play with
1961874105,relief,kellbells_19,i ran out of facebook quizzes. lol grocery shopping then work. w00t?
1961874243,worry,sweetcarolinee,my twitter looks funny  someone help!
1961874296,worry,johnmitch,ugh. trying to respond to all of the emails/voicemails/facebook messages that I missed while out of town. this could be a while
1961874393,sadness,lolavonbomb,aaaah taking back sunday are playing in new york 3 days after we leave
1961874721,worry,DeannaKyre,Then I ruined a perfectly delicious green smoothie by throwing in the last of a bag of frozen strawberries.  Freezer burn.. yum...
1961874823,sadness,EmmaleighJayne,I dont feel well  i got a dentist appointment later.
1961875139,hate,inklessvix,This is slowly going to drive me crazy i hate leaky faucets they're frustrating! I'm ready for a nap but there's no naptime at work
1961875153,sadness,Smile_Hannah,@PoynterJones can I join you in your jealousy?  :L
1961875456,worry,ohjesslyn,needs to wash her cats. Uncool.
1961875863,neutral,Wyoming_Wonder,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there."
1961876048,worry,shirvumes,damn you rhinitis! boohooo my poor nose
1961876240,worry,TMariePR,@LifeCoach2Women  i wasn't able to go the conference.so I didn't get the outline.. however I have been doing my own &amp; it's coming along.
1961876306,enthusiasm,ge0rgei,What a meeting... YAY more work for me
1961876403,sadness,SugarPlumQueen,"Back @ work, migraine lingering   Can't wait for the weekend!"
1961876436,sadness,little_room,Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.
1961876735,sadness,jenmelia,"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask"
1961876952,love,BuellaMarie,"@livefrombrazil -I don't have a ticket, my boyfriend isn't that into them, it might rain, and I'm on a budget...boo!  I &lt;3 @coldplay tho"
1961877434,love,angelaisawesome,"@carinacani DAMN @-) That's a lot of messages from him @-) HOW SWEET. :&quot;&gt; And yeah, sayang"
1961877720,sadness,Lars4unc,You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...
1961877782,sadness,astormorray,forgot to wish sister happy birthday yesterday.
1961877784,surprise,bethanysaurus88,Well done doing blood work..its hot out again
1961877995,sadness,carinny,my parents sold my car.
1961878189,happiness,megook1019,Day is going well so far. Meeting until 4 though.
1961878200,worry,mbg,@SteveAgl not for me
1961878466,sadness,KourtniGrace,I miss you guys
1961885637,sadness,ladylogan,Goodbyes ... Hurt
1961886105,neutral,_MsWhite,@CartoonBeardy ....welcome to public transport  X
1961886498,worry,chefmegcom,My computer is broken
1961886503,sadness,guppu,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief"
1961886638,worry,_magic8ball,@jgreco4 Outlook not so good
1961886882,worry,RoseTown,Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!
1961886906,neutral,emmaburtenshaw,I wish the weather would make its mind up! Also wish I could hurry up and get my new song up on myspace
1961887160,anger,stephaccad,studying for this bullshit econ test
1961887250,neutral,jacquerowland,last #ff  @Mel_Diesel @vja4041 @DemonFactory @shawnmcguirt @SEO_Web_Design @ChuckSwanson @agracing @confidentgolf @tluckow @legalblonde31
1961887813,boredom,placerculpable,is bored. my BFF doesn't want to hang out
1961888031,neutral,KingOfAnkh,@honeychild27 You're the only person to have joined in  #penilewords
1961888540,sadness,who_yo_dad_e,enjoying the great sunshine.. from indoors.. I don't feel good today
1961888573,worry,housedwelling,@kakoivisto checked with the hubster and I think we'll pass -- feeling too lazy to caravan after running around with our friends.
1961888619,sadness,mwilliams1319,I'm over @ringorang today.  3 wrong answers in a row.  My brain's not working today.
1961888913,neutral,maggieclare,there's a guy in my house so i can't go downstairs with no pants
1961889260,worry,k_lala,so instead of laying out in this 90 degrees i've gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml
1961889318,neutral,krecks,Had a dream I brought @mandykmusic and @keat to kings island. It was pretty sweet. Bummed they're in poughkeepsie 24 hours before me
1961889560,neutral,wraith816,@Switch42 I think that's cutting off the URL so the pic doesn't turn up.   #mishaneedschapstick
1961889759,surprise,UncleJago,broke my gorilla pod  and I think one Lego Knight lost his helmet
1961890205,worry,JazDibben,doesnt want exams next week
1961890605,neutral,lipestick,@bec_oi twitter eh chato mas vicia
1961890693,worry,guy,"Damn, looks like the USB card reader that I got from Dealextreme doesn't work. I can see the files on the card but they are read only"
1961890727,sadness,KKCornelison,@lilivonshtupp I'd rather go to the matinee but I have to work  Still debating whether I should go cos going alone is no fun haha
1961890740,worry,iBradley,is there a program that tells you when someone stops following you or who started following you? Lost one last night and I've only got 85
1961890909,worry,NickSeguin,Really disappointed I can't make it to bloomington for @sproutbox launch party tonight  if you're around you should check it out
1961891207,sadness,MommyofTey,Still havent left the house yet. This is rediculous! REALLY!   S*D*P* &amp; T*K*K*
1961891845,worry,2xtdg,@lauraEchilds u really dont right now! i am as sick as a newt in a freezer! its aweful  x
1961891984,surprise,RLKeane,wants this summer to actually have some sun in it
1961892497,neutral,noxhanti,@bkmacdaddy Not doing single ones 2day...beat  lol but would say ...ur as creative bright and fun as ur avatar with warmth+ depth #ff
1961892602,neutral,rebekaaa,why is it so windy?
1961892785,sadness,vanee,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm"
1961892829,boredom,CodieLynn08,i'm so tired  of being sick ALL the time!!!!
1961892862,worry,robyn_jk,gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*
1961893452,boredom,pbarone,Have I mentioned this bus was sloooow? on it for about one hour now
1961893993,worry,qbofdamidwest,My dog Roscoe died yestarday and I'm so sad
1961894088,hate,hyde_end,Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.
1961894473,worry,H3dicho,@vargas7 that sucks!!
1961894538,neutral,windovrthewater,I am so jealous that @collystringgs got to sleep until 1
1961894616,worry,_shannon1234,"@JonathanRKnight Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!"
1961895266,relief,hugocf,"Ok, shortened urls are fine and all but, please, give me more context other than just &quot;cool&quot;. Not everyone has &quot;url-auto-expand&quot;"
1961895288,hate,AndreaStepter,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with
1961895318,surprise,rebekah_nic,@Ferarro Is that why your blog is set to private?
1961895436,enthusiasm,Rosie_G_Yo,Found some great places but I might have to play it safer and wait 2 years till my car is paid off
1961895785,love,vfclicious,@thomasfiss we want you back !!!
1961895928,sadness,artofcletus,im still devastated about manchester united losing the UCL final
1961896001,happiness,cobrafan111,@marcftsk haha thanks for clarifying that.i thought u meant mr bello. I wish i could be there! That where my cousins live
1961896085,sadness,Ash_367,Oh darn. Lost another follower.
1961896436,neutral,darran,"I know it wasn't going to be there, but I check EZTV for The Office torrent..."
1961896940,worry,TokyoTowerWAWL,Crazy debt issue. Maybe I had messed up when closing my old account? Not really sure but looks like I may have to cover it - aaargh...
1961896970,sadness,mmmpapa,i woke up just now missing alabama terribly  my dad says we will be moving there. soon. thank god
1961897193,love,jeanettecalilim,dang i miss you  goodnight
1961897264,worry,kristalyn512,"Ugh, I'm definitely going to be sick. It's coming and it's going to suck."
1961897418,worry,JAdamsRD,"Bringing my kitty to the vet tomorrow, I think she's got a tapeworm."
1961897913,surprise,leenrox,"omg, my right hear us blocked and it's so annoying. what i i wake up deaf?"
1961897967,worry,kivava9,is sitting in the marshall center w/Mina. Some1 must really not want me to go to the gym..this time i lost my wallet n w/no ID i cant go
1961898039,sadness,311Bunny,@itsfrankybitch  dont make me sad... i do agree tho it does need some more of SA's magical lyrics
1961898052,happiness,CassyAD,can't wait to november for Jobros concert ! In examination
1961898078,worry,cyface,@StoryShtick Ugh.  Now my ears are having phantom pains.
1961898089,sadness,Merique,Why is it soooo cold &amp; ugly out??
1961898172,sadness,kathleeenx3,No more Wiffleball..  Damn.
1961898338,worry,punkpolkadots,@viveknshah kandivali  @100rabh my girls r gonna kill u for that answer! @shaaqt @limeice @unitechy @spitphyre
1961898574,sadness,Phahita,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...
1961898612,worry,cassidycakeess,Doctors with mommy.
